,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt
10,2018-10-20,18:00,Serie A,Matchweek 9,Sat,Home,D,1,1,Genoa,1.8,1.0,63.0,37735,Leonardo Bonucci,4-3-3,Federico La Penna,Match Report,,21.0,3.0,17.8,0.0,0,0
11,2018-10-23,20:00,Champions Lg,Group stage,Tue,Away,W,1,0,eng Manchester Utd,1.3,0.3,60.0,73946,Giorgio Chiellini,4-4-2,Danilo Grujić,Match Report,,14.0,5.0,16.7,1.0,0,0
12,2018-10-27,18:00,Serie A,Matchweek 10,Sat,Away,W,2,1,Empoli,1.7,0.3,57.0,15889,Paulo Dybala,4-4-2,Giampaolo Calvarese,Match Report,,19.0,6.0,20.3,1.0,1,1
13,2018-11-03,20:30,Serie A,Matchweek 11,Sat,Home,W,3,1,Cagliari,1.8,0.7,53.0,40644,Paulo Dybala,4-3-3,Maurizio Mariani,Match Report,,16.0,3.0,16.4,1.0,0,0
14,2018-11-07,21:00,Champions Lg,Group stage,Wed,Home,L,1,2,eng Manchester Utd,1.9,0.8,55.0,41470,Giorgio Chiellini,4-4-2,Ovidiu Hațegan,Match Report,,23.0,3.0,20.1,1.0,0,0
15,2018-11-11,20:30,Serie A,Matchweek 12,Sun,Away,W,2,0,Milan,1.3,0.9,59.0,74729,Giorgio Chiellini,4-3-3,Paolo Mazzoleni,Match Report,,15.0,6.0,19.2,2.0,0,0
16,2018-11-24,18:00,Serie A,Matchweek 13,Sat,Home,W,2,0,SPAL,1.6,0.5,45.0,41052,Mario Mandžukić,4-4-2,Federico La Penna,Match Report,,15.0,7.0,19.2,0.0,0,0
17,2018-11-27,21:00,Champions Lg,Group stage,Tue,Home,W,1,0,es Valencia,1.8,0.3,56.0,39070,Giorgio Chiellini,4-3-3,William Collum,Match Report,,20.0,6.0,18.8,1.0,0,0
18,2018-12-01,18:00,Serie A,Matchweek 14,Sat,Away,W,3,0,Fiorentina,1.7,1.3,54.0,40872,Giorgio Chiellini,4-2-3-1,Daniele Orsato,Match Report,,15.0,5.0,23.1,4.0,1,1
19,2018-12-07,20:30,Serie A,Matchweek 15,Fri,Home,W,1,0,Inter,1.5,1.0,50.0,41495,Giorgio Chiellini,4-3-3,Massimiliano Irrati,Match Report,,18.0,5.0,17.2,1.0,0,0
20,2018-12-12,21:00,Champions Lg,Group stage,Wed,Away,L,1,2,ch Young Boys,2.1,1.2,60.0,30114,Mario Mandžukić,4-3-3,Tobias Stieler,Match Report,,25.0,6.0,17.0,1.0,0,0
21,2018-12-15,20:30,Serie A,Matchweek 16,Sat,Away,W,1,0,Torino,1.6,0.5,58.0,26588,Giorgio Chiellini,4-3-3,Marco Guida,Match Report,,11.0,3.0,19.8,1.0,1,1
22,2018-12-22,20:30,Serie A,Matchweek 17,Sat,Home,W,1,0,Roma,1.5,0.4,50.0,40069,Giorgio Chiellini,4-3-3,Davide Massa,Match Report,,20.0,6.0,16.6,0.0,0,0
23,2018-12-26,15:00,Serie A,Matchweek 18,Wed,Away,D,2,2,Atalanta,1.1,1.4,49.0,19787,Giorgio Chiellini,4-3-3,Luca Banti,Match Report,,12.0,2.0,18.5,0.0,0,0
24,2018-12-29,12:30,Serie A,Matchweek 19,Sat,Home,W,2,1,Sampdoria,1.4,1.7,55.0,40641,Giorgio Chiellini,4-3-3,Paolo Valeri,Match Report,,16.0,7.0,20.6,0.0,1,1
25,2019-01-12,20:45,Coppa Italia,Round of 16,Sat,Away,W,2,0,Bologna,,,,15469,,,Federico La Penna,Match Report,,,,,,0,0
26,2019-01-16,20:30,Supercoppa Italiana,Supercoppa Italiana,Wed,Neutral,W,1,0,Milan,,,62.0,61235,Giorgio Chiellini,4-3-3,Luca Banti,Match Report,,18.0,3.0,,,0,0
27,2019-01-21,20:30,Serie A,Matchweek 20,Mon,Home,W,3,0,Chievo,3.2,0.5,61.0,30239,Giorgio Chiellini,4-4-2,Marco Piccinini,Match Report,,25.0,9.0,20.1,0.0,0,1
28,2019-01-27,20:30,Serie A,Matchweek 21,Sun,Away,W,2,1,Lazio,1.2,1.6,53.0,60687,Paulo Dybala,4-3-2-1,Marco Guida,Match Report,,5.0,2.0,20.4,0.0,1,1
29,2019-01-30,20:45,Coppa Italia,Quarter-finals,Wed,Away,L,0,3,Atalanta,,,,18438,,,Fabrizio Pasqua,Match Report,,,,,,0,0
30,2019-02-02,20:30,Serie A,Matchweek 22,Sat,Home,D,3,3,Parma,1.9,1.2,68.0,39548,Mario Mandžukić,4-3-3,Piero Giacomelli,Match Report,,28.0,7.0,18.7,1.0,0,0
31,2019-02-10,18:00,Serie A,Matchweek 23,Sun,Away,W,3,0,Sassuolo,1.6,0.4,51.0,21584,Mario Mandžukić,4-4-2,Paolo Mazzoleni,Match Report,,14.0,5.0,15.7,1.0,0,0
32,2019-02-15,20:30,Serie A,Matchweek 24,Fri,Home,W,3,0,Frosinone,1.7,0.8,60.0,10570,Giorgio Chiellini,4-3-1-2,Antonio Giua,Match Report,,18.0,9.0,18.0,2.0,0,0
33,2019-02-20,21:00,Champions Lg,Round of 16,Wed,Away,L,0,2,es Atlético Madrid,0.7,1.4,63.0,67193,Giorgio Chiellini,4-3-3,Felix Zwayer,Match Report,Leg 1 of 2,14.0,2.0,21.7,1.0,0,0
34,2019-02-24,15:00,Serie A,Matchweek 25,Sun,Away,W,1,0,Bologna,0.6,1.2,50.0,28934,Mario Mandžukić,4-3-3,Giampaolo Calvarese,Match Report,,7.0,4.0,14.1,0.0,0,0
35,2019-03-03,20:30,Serie A,Matchweek 26,Sun,Away,W,2,1,Napoli,0.3,2.1,37.0,42667,Giorgio Chiellini,4-4-2,Gianluca Rocchi,Match Report,,6.0,3.0,20.4,1.0,0,0
36,2019-03-08,20:30,Serie A,Matchweek 27,Fri,Home,W,4,1,Udinese,2.3,0.2,61.0,39987,Andrea Barzagli,3-4-3,Daniele Chiffi,Match Report,,16.0,5.0,17.1,0.0,1,1
37,2019-03-12,21:00,Champions Lg,Round of 16,Tue,Home,W,3,0,es Atlético Madrid,2.5,0.4,62.0,40884,Giorgio Chiellini,3-4-1-2,Björn Kuipers,Match Report,Leg 2 of 2; Juventus won,15.0,3.0,17.0,2.0,1,1
38,2019-03-17,12:30,Serie A,Matchweek 28,Sun,Away,L,0,2,Genoa,0.3,1.3,59.0,30695,Paulo Dybala,3-1-4-2,Marco Di Bello,Match Report,,6.0,0.0,16.4,0.0,0,0
39,2019-03-30,18:00,Serie A,Matchweek 29,Sat,Home,W,1,0,Empoli,1.5,0.3,43.0,39290,Giorgio Chiellini,4-4-2,Federico La Penna,Match Report,,15.0,3.0,19.2,1.0,0,0
40,2019-04-02,21:00,Serie A,Matchweek 30,Tue,Away,W,2,0,Cagliari,2.5,0.5,55.0,15958,Giorgio Chiellini,3-4-3,Piero Giacomelli,Match Report,,17.0,6.0,15.5,1.0,0,0
41,2019-04-06,18:00,Serie A,Matchweek 31,Sat,Home,W,2,1,Milan,1.9,1.3,47.0,40057,Mario Mandžukić,3-5-2,Michael Fabbri,Match Report,,11.0,4.0,15.0,0.0,1,1
42,2019-04-10,21:00,Champions Lg,Quarter-finals,Wed,Away,D,1,1,nl Ajax,0.7,1.2,39.0,50390,Mario Mandžukić,4-3-3,Carlos del Cerro,Match Report,Leg 1 of 2,7.0,1.0,17.5,0.0,0,0
43,2019-04-13,15:00,Serie A,Matchweek 32,Sat,Away,L,1,2,SPAL,0.5,1.2,57.0,16000,Andrea Barzagli,3-5-2,Daniele Doveri,Match Report,,11.0,3.0,21.1,0.0,0,0
44,2019-04-16,21:00,Champions Lg,Quarter-finals,Tue,Home,L,1,2,nl Ajax,0.8,2.2,51.0,41445,Paulo Dybala,4-4-2,Clément Turpin,Match Report,Leg 2 of 2; Ajax won,13.0,3.0,18.6,1.0,0,0
45,2019-04-20,18:00,Serie A,Matchweek 33,Sat,Home,W,2,1,Fiorentina,1.0,1.5,60.0,40339,Leonardo Bonucci,4-4-2,Fabrizio Pasqua,Match Report,,18.0,4.0,19.6,0.0,0,0
46,2019-04-27,20:30,Serie A,Matchweek 34,Sat,Away,D,1,1,Inter,0.6,1.1,46.0,73855,Giorgio Chiellini,4-4-2,Luca Banti,Match Report,,10.0,3.0,23.6,0.0,0,0
47,2019-05-03,20:30,Serie A,Matchweek 35,Fri,Home,D,1,1,Torino,1.5,0.6,58.0,38530,Giorgio Chiellini,4-4-2,Daniele Orsato,Match Report,,16.0,4.0,17.6,0.0,0,0
48,2019-05-12,20:30,Serie A,Matchweek 36,Sun,Away,L,0,2,Roma,1.0,1.4,63.0,50825,Giorgio Chiellini,4-4-2,Davide Massa,Match Report,,7.0,4.0,16.3,0.0,0,0
49,2019-05-19,20:30,Serie A,Matchweek 37,Sun,Home,D,1,1,Atalanta,1.0,1.3,63.0,39531,Andrea Barzagli,4-4-2,Gianluca Rocchi,Match Report,,15.0,4.0,20.2,1.0,0,0
50,2019-05-26,18:00,Serie A,Matchweek 38,Sun,Away,L,0,2,Sampdoria,0.5,0.7,47.0,22856,Giorgio Chiellini,4-4-2,Luigi Nasca,Match Report,,11.0,1.0,21.4,0.0,0,0
