,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt
223,24,2017-12-20,20:45,Coppa Italia,Round of 16,Wed,Home,W,2,0,Genoa,,,58.0,39969.0,,,Fabio Maresca,Match Report,,19.0,7.0,,,0,0
224,25,2017-12-23,20:45,Serie A,Matchweek 18,Sat,Home,W,1,0,Roma,2.0,2.1,43.0,41100.0,Giorgio Chiellini,4-3-3,Paolo Tagliavento,Match Report,,22.0,8.0,18.9,0.0,0,0
225,26,2017-12-30,20:45,Serie A,Matchweek 19,Sat,Away,W,3,1,Hellas Verona,1.3,0.1,67.0,29215.0,Giorgio Chiellini,4-3-3,Paolo Mazzoleni,Match Report,,18.0,9.0,17.8,2.0,0,0
226,27,2018-01-03,20:45,Coppa Italia,Quarter-finals,Wed,Home,W,2,0,Torino,,,63.0,37763.0,,,Daniele Doveri,Match Report,,13.0,6.0,,,0,0
227,28,2018-01-06,20:45,Serie A,Matchweek 20,Sat,Away,W,1,0,Cagliari,1.5,0.5,60.0,16233.0,Giorgio Chiellini,4-3-2-1,Giampaolo Calvarese,Match Report,,16.0,2.0,19.5,2.0,0,0
228,29,2018-01-22,20:45,Serie A,Matchweek 21,Mon,Home,W,1,0,Genoa,1.4,0.3,53.0,29412.0,Giorgio Chiellini,4-3-3,Marco Di Bello,Match Report,,15.0,5.0,19.7,1.0,0,0
229,30,2018-01-27,20:45,Serie A,Matchweek 22,Sat,Away,W,2,0,Chievo,1.0,0.1,76.0,23700.0,Andrea Barzagli,4-3-3,Fabio Maresca,Match Report,,16.0,7.0,19.3,1.0,0,0
230,31,2018-01-30,20:45,Coppa Italia,Semi-finals,Tue,Away,W,1,0,Atalanta,,,46.0,16406.0,,,Paolo Valeri,Match Report,Leg 1 of 2,13.0,1.0,,,0,0
231,32,2018-02-04,15:00,Serie A,Matchweek 23,Sun,Home,W,7,0,Sassuolo,2.3,0.3,62.0,40400.0,Gianluigi Buffon,4-3-3,Piero Giacomelli,Match Report,,17.0,10.0,18.0,1.0,0,0
232,33,2018-02-09,20:45,Serie A,Matchweek 24,Fri,Away,W,2,0,Fiorentina,0.5,1.1,39.0,32563.0,Gianluigi Buffon,4-3-3,Marco Guida,Match Report,,4.0,3.0,20.3,1.0,0,0
233,34,2018-02-13,20:45,Champions Lg,Round of 16,Tue,Home,D,2,2,eng Tottenham,2.5,1.8,34.0,41232.0,Gianluigi Buffon,4-2-3-1,Felix Brych,Match Report,Leg 1 of 2,7.0,4.0,19.3,0.0,1,2
234,35,2018-02-18,12:30,Serie A,Matchweek 25,Sun,Away,W,1,0,Torino,1.4,0.3,50.0,27000.0,Giorgio Chiellini,4-3-3,Daniele Orsato,Match Report,,7.0,3.0,17.1,1.0,0,0
235,36,2018-02-28,17:30,Coppa Italia,Semi-finals,Wed,Home,W,1,0,Atalanta,,,45.0,38417.0,,,Michael Fabbri,Match Report,Leg 2 of 2; Juventus won,9.0,3.0,,,1,1
236,37,2018-03-03,18:00,Serie A,Matchweek 27,Sat,Away,W,1,0,Lazio,0.8,0.2,59.0,50000.0,Gianluigi Buffon,3-5-2,Luca Banti,Match Report,,6.0,1.0,17.3,0.0,0,0
237,38,2018-03-07,19:45,Champions Lg,Round of 16,Wed,Away,W,2,1,eng Tottenham,1.5,1.7,45.0,84010.0,Gianluigi Buffon,4-1-2-1-2◆,Szymon Marciniak,Match Report,Leg 2 of 2; Juventus won,8.0,3.0,15.3,0.0,0,0
238,39,2018-03-11,15:00,Serie A,Matchweek 28,Sun,Home,W,2,0,Udinese,1.8,0.2,54.0,40300.0,Giorgio Chiellini,4-2-3-1,Piero Giacomelli,Match Report,,10.0,3.0,16.4,1.0,0,1
239,40,2018-03-14,18:00,Serie A,Matchweek 26,Wed,Home,W,2,0,Atalanta,1.5,0.4,51.0,36753.0,Gianluigi Buffon,4-2-3-1,Maurizio Mariani,Match Report,,15.0,3.0,15.9,1.0,0,0
240,41,2018-03-17,20:45,Serie A,Matchweek 29,Sat,Away,D,0,0,SPAL,0.8,0.1,64.0,13135.0,Gianluigi Buffon,4-2-3-1,Davide Massa,Match Report,,12.0,3.0,20.9,1.0,0,0
241,42,2018-03-31,20:45,Serie A,Matchweek 30,Sat,Home,W,3,1,Milan,0.6,0.9,52.0,41156.0,Gianluigi Buffon,3-5-2,Paolo Mazzoleni,Match Report,,7.0,4.0,19.2,1.0,0,0
242,43,2018-04-03,20:45,Champions Lg,Quarter-finals,Tue,Home,L,0,3,es Real Madrid,1.6,3.1,44.0,40849.0,Gianluigi Buffon,4-4-2,Cüneyt Çakιr,Match Report,Leg 1 of 2,12.0,2.0,20.4,2.0,0,0
243,44,2018-04-07,15:00,Serie A,Matchweek 31,Sat,Away,W,4,2,Benevento,2.5,1.8,56.0,16867.0,Claudio Marchisio,4-4-1-1,Fabrizio Pasqua,Match Report,,13.0,3.0,24.2,2.0,2,2
244,45,2018-04-11,20:45,Champions Lg,Quarter-finals,Wed,Away,W,3,1,es Real Madrid,2.7,2.7,39.0,75796.0,Gianluigi Buffon,4-3-3,Michael Oliver,Match Report,Leg 2 of 2; Real Madrid won,11.0,6.0,15.7,0.0,0,0
245,46,2018-04-15,18:00,Serie A,Matchweek 32,Sun,Home,W,3,0,Sampdoria,2.1,1.0,50.0,40121.0,Gianluigi Buffon,4-4-1-1,Maurizio Mariani,Match Report,,16.0,5.0,16.9,0.0,0,0
246,47,2018-04-18,20:45,Serie A,Matchweek 33,Wed,Away,D,1,1,Crotone,0.7,0.7,73.0,15021.0,Claudio Marchisio,4-3-3,Michael Fabbri,Match Report,,13.0,4.0,14.0,0.0,0,0
247,48,2018-04-22,20:45,Serie A,Matchweek 34,Sun,Home,L,0,1,Napoli,0.3,0.8,40.0,40114.0,Gianluigi Buffon,4-2-3-1,Gianluca Rocchi,Match Report,,4.0,0.0,14.1,1.0,0,0
248,49,2018-04-28,20:45,Serie A,Matchweek 35,Sat,Away,W,3,2,Inter,1.2,0.4,56.0,78328.0,Gianluigi Buffon,4-3-3,Daniele Orsato,Match Report,,13.0,4.0,18.7,2.0,0,0
249,50,2018-05-05,20:45,Serie A,Matchweek 36,Sat,Home,W,3,1,Bologna,2.4,1.2,66.0,40714.0,Gianluigi Buffon,3-5-1-1,Massimiliano Irrati,Match Report,,15.0,6.0,13.5,0.0,0,0
250,51,2018-05-09,21:00,Coppa Italia,Final,Wed,Neutral,W,4,0,Milan,,,49.0,66400.0,,,Antonio Damato,Match Report,,17.0,10.0,,,0,0
251,52,2018-05-13,20:45,Serie A,Matchweek 37,Sun,Away,D,0,0,Roma,0.3,0.4,53.0,53091.0,Andrea Barzagli,4-2-3-1,Paolo Tagliavento,Match Report,,7.0,0.0,25.5,1.0,0,0
252,53,2018-05-19,15:00,Serie A,Matchweek 38,Sat,Home,W,2,1,Hellas Verona,2.4,0.4,66.0,40380.0,Gianluigi Buffon,4-3-3,Riccardo Pinzani,Match Report,,25.0,12.0,22.3,2.0,0,1
